EmployeeId,AttendanceDate,CheckIn,CheckOut
JEMA,28/06/2017,08:22:24,18:34:40
JEMA,29/06/2017,00:00,00:00
JEMA,30/06/2017,08:10:29,18:28:58
REBA,01/06/2017,13:41:21,22:07:10
REBA,02/06/2017,07:20:24,20:30:36
REBA,03/06/2017,00:00,00:00
REBA,04/06/2017,00:00,00:00
REBA,05/06/2017,09:06:20,20:19:29
REBA,06/06/2017,09:41:34,19:05:56
REBA,07/06/2017,09:22:45,21:42:41
REBA,08/06/2017,13:53:41,22:42:45
REBA,09/06/2017,12:47:16,22:45:03
REBA,10/06/2017,00:00,00:00
REBA,11/06/2017,00:00,00:00
REBA,12/06/2017,12:58:47,22:26:48
REBA,13/06/2017,13:56:41,22:37:53
REBA,14/06/2017,13:04:32,22:58:02
REBA,15/06/2017,00:00,00:00
REBA,16/06/2017,12:21:47,22:40:17
REBA,17/06/2017,00:00,00:00
REBA,18/06/2017,00:00,00:00
REBA,19/06/2017,13:35:02,22:52:39
REBA,20/06/2017,13:35:08,22:44:02
REBA,21/06/2017,13:04:55,22:48:38
REBA,22/06/2017,13:57:55,22:42:31
REBA,23/06/2017,12:04:44,22:38:37
REBA,24/06/2017,00:00,00:00
REBA,25/06/2017,00:00,00:00
REBA,26/06/2017,13:25:02,22:31:18
REBA,27/06/2017,15:41:58,22:48:08
REBA,28/06/2017,13:50:34,22:58:37
REBA,29/06/2017,14:01:07,23:25:19
REBA,30/06/2017,11:34:58,22:44:20
BHAR,01/06/2017,00:00,00:00
BHAR,02/06/2017,00:00,00:00
BHAR,03/06/2017,00:00,00:00
BHAR,04/06/2017,00:00,00:00
BHAR,05/06/2017,08:49:02,00:00
BHAR,06/06/2017,08:55:53,17:41:39
BHAR,07/06/2017,09:21:29,17:39:29
BHAR,08/06/2017,00:00,00:00
BHAR,09/06/2017,00:00,00:00
BHAR,10/06/2017,00:00,00:00
BHAR,11/06/2017,00:00,00:00
BHAR,12/06/2017,10:45:58,17:39:14
BHAR,13/06/2017,08:58:39,17:57:34
BHAR,14/06/2017,08:53:24,15:06:33
BHAR,15/06/2017,08:54:40,17:51:28
BHAR,16/06/2017,00:00,00:00
BHAR,17/06/2017,00:00,00:00
BHAR,18/06/2017,00:00,00:00
BHAR,19/06/2017,08:45:41,17:39:45
BHAR,20/06/2017,08:50:09,17:25:39
BHAR,21/06/2017,08:47:33,17:21:13
BHAR,22/06/2017,08:47:32,17:38:55
BHAR,23/06/2017,08:33:40,16:45:20
BHAR,24/06/2017,00:00,00:00
BHAR,25/06/2017,00:00,00:00
BHAR,26/06/2017,00:00,00:00
BHAR,27/06/2017,00:00,00:00
BHAR,28/06/2017,08:57:16,17:36:14
BHAR,29/06/2017,08:53:35,18:24:09
BHAR,30/06/2017,08:53:10,18:03:46
BAMA,01/06/2017,10:44:17,19:31:47
BAMA,02/06/2017,07:35:13,00:00
BAMA,03/06/2017,00:00,00:00
BAMA,04/06/2017,00:00,00:00
BAMA,05/06/2017,10:47:10,19:39:02
BAMA,06/06/2017,10:51:50,19:38:19
BAMA,07/06/2017,10:55:58,19:42:15
BAMA,08/06/2017,10:55:00,19:46:55
BAMA,09/06/2017,10:43:47,19:49:46
BAMA,10/06/2017,00:00,00:00
BAMA,11/06/2017,00:00,00:00
BAMA,12/06/2017,10:40:40,19:32:31
BAMA,13/06/2017,11:00:56,19:52:21
BAMA,14/06/2017,00:00,00:00
BAMA,15/06/2017,10:55:19,19:53:05
BAMA,16/06/2017,00:00,00:00
BAMA,17/06/2017,00:00,00:00
BAMA,18/06/2017,00:00,00:00
BAMA,19/06/2017,10:46:40,19:29:23
BAMA,20/06/2017,10:49:10,19:49:26
BAMA,21/06/2017,00:00,00:00
BAMA,22/06/2017,00:00,00:00
BAMA,23/06/2017,00:00,00:00
BAMA,24/06/2017,00:00,00:00
BAMA,25/06/2017,00:00,00:00
BAMA,26/06/2017,00:00,00:00
BAMA,27/06/2017,10:42:27,19:46:23
BAMA,28/06/2017,10:54:12,19:45:52
BAMA,29/06/2017,10:36:54,19:36:06
BAMA,30/06/2017,10:46:07,19:45:13
RAHM,01/06/2017,09:21:37,18:30:07
RAHM,02/06/2017,00:00,00:00
RAHM,03/06/2017,00:00,00:00
RAHM,04/06/2017,00:00,00:00
RAHM,05/06/2017,09:13:08,18:04:18
RAHM,06/06/2017,09:15:27,17:59:54
RAHM,07/06/2017,09:14:10,18:07:58
RAHM,08/06/2017,09:09:52,18:20:06
RAHM,09/06/2017,09:00:45,18:03:11
RAHM,10/06/2017,00:00,00:00
RAHM,11/06/2017,00:00,00:00
RAHM,12/06/2017,00:00,00:00
RAHM,13/06/2017,08:58:25,18:06:45
RAHM,14/06/2017,09:12:07,18:19:06
RAHM,15/06/2017,09:08:08,18:19:29
RAHM,16/06/2017,08:48:33,18:41:39
RAHM,17/06/2017,00:00,00:00
RAHM,18/06/2017,00:00,00:00
RAHM,19/06/2017,00:00,00:00
RAHM,20/06/2017,09:12:49,18:21:27
RAHM,21/06/2017,09:03:58,18:13:33
RAHM,22/06/2017,09:12:52,18:44:39
RAHM,23/06/2017,09:04:23,18:41:37
RAHM,24/06/2017,00:00,00:00
RAHM,25/06/2017,00:00,00:00
RAHM,26/06/2017,00:00,00:00
RAHM,27/06/2017,09:10:22,18:07:42
RAHM,28/06/2017,09:12:11,18:30:42
RAHM,29/06/2017,09:27:32,18:45:00
RAHM,30/06/2017,09:27:15,18:09:22
PSBK,01/06/2017,00:00,00:00
PSBK,02/06/2017,00:00,00:00
PSBK,03/06/2017,00:00,00:00
PSBK,04/06/2017,00:00,00:00
PSBK,05/06/2017,00:00,00:00
PSBK,06/06/2017,00:00,00:00
PSBK,07/06/2017,00:00,00:00
PSBK,08/06/2017,00:00,00:00
PSBK,09/06/2017,00:00,00:00
PSBK,10/06/2017,00:00,00:00
PSBK,11/06/2017,00:00,00:00
PSBK,12/06/2017,00:00,00:00
PSBK,13/06/2017,00:00,00:00
PSBK,14/06/2017,00:00,00:00
PSBK,15/06/2017,00:00,00:00
PSBK,16/06/2017,00:00,00:00
PSBK,17/06/2017,00:00,00:00
PSBK,18/06/2017,00:00,00:00
PSBK,19/06/2017,00:00,00:00
PSBK,20/06/2017,00:00,00:00
PSBK,21/06/2017,00:00,00:00
PSBK,22/06/2017,00:00,00:00
PSBK,23/06/2017,00:00,00:00
PSBK,24/06/2017,00:00,00:00
PSBK,25/06/2017,00:00,00:00
PSBK,26/06/2017,00:00,00:00
PSBK,27/06/2017,00:00,00:00
PSBK,28/06/2017,00:00,00:00
PSBK,29/06/2017,00:00,00:00
PSBK,30/06/2017,00:00,00:00
WAKH,01/06/2017,09:25:26,18:09:48
WAKH,02/06/2017,00:00,00:00
WAKH,03/06/2017,00:00,00:00
WAKH,04/06/2017,00:00,00:00
WAKH,05/06/2017,09:12:31,17:58:40
WAKH,06/06/2017,09:27:32,13:06:50
WAKH,07/06/2017,09:15:46,18:01:14
WAKH,08/06/2017,09:24:21,18:04:06
WAKH,09/06/2017,09:21:30,18:04:41
WAKH,10/06/2017,00:00,00:00
WAKH,11/06/2017,00:00,00:00
WAKH,12/06/2017,09:30:32,18:10:43
WAKH,13/06/2017,09:22:14,18:06:07
WAKH,14/06/2017,09:27:13,18:08:04
WAKH,15/06/2017,09:29:12,18:04:51
WAKH,16/06/2017,09:16:13,18:16:33
WAKH,17/06/2017,00:00,00:00
WAKH,18/06/2017,00:00,00:00
WAKH,19/06/2017,09:26:34,18:02:57
WAKH,20/06/2017,00:00,00:00
WAKH,21/06/2017,09:14:04,18:01:23
WAKH,22/06/2017,09:24:33,18:09:48
WAKH,23/06/2017,09:51:25,18:25:23
WAKH,24/06/2017,00:00,00:00
WAKH,25/06/2017,00:00,00:00
WAKH,26/06/2017,00:00,00:00
WAKH,27/06/2017,00:00,00:00
WAKH,28/06/2017,09:27:30,18:33:27
WAKH,29/06/2017,09:36:10,18:27:20
WAKH,30/06/2017,09:31:46,18:32:18
GASL,01/06/2017,09:10:47,20:18:21
GASL,02/06/2017,00:00,00:00
GASL,03/06/2017,00:00,00:00
GASL,04/06/2017,00:00,00:00
GASL,05/06/2017,08:55:06,20:00:15
GASL,06/06/2017,09:17:21,20:02:38
GASL,07/06/2017,09:15:19,19:45:09
GASL,08/06/2017,09:18:27,19:35:04
GASL,09/06/2017,09:11:56,19:52:26
GASL,10/06/2017,00:00,00:00
GASL,11/06/2017,00:00,00:00
GASL,12/06/2017,09:40:26,20:45:52
GASL,13/06/2017,09:39:14,20:32:23
GASL,14/06/2017,09:43:32,20:01:23
GASL,15/06/2017,19:03:37,00:00
GASL,16/06/2017,08:51:29,18:09:13
GASL,17/06/2017,00:00,00:00
GASL,18/06/2017,00:00,00:00
GASL,19/06/2017,09:35:50,19:43:57
GASL,20/06/2017,09:07:24,19:09:09
GASL,21/06/2017,09:14:49,19:42:04
GASL,22/06/2017,09:31:09,19:37:27
GASL,23/06/2017,09:33:55,19:24:57
GASL,24/06/2017,00:00,00:00
GASL,25/06/2017,00:00,00:00
GASL,26/06/2017,00:00,00:00
GASL,27/06/2017,09:42:07,19:29:19
GASL,28/06/2017,09:11:03,19:57:08
GASL,29/06/2017,09:22:03,21:07:55
GASL,30/06/2017,09:13:35,18:05:38
PKMA,01/06/2017,10:43:06,19:03:33
PKMA,02/06/2017,00:00,00:00
PKMA,03/06/2017,00:00,00:00
PKMA,04/06/2017,00:00,00:00
PKMA,05/06/2017,10:29:01,18:33:55
PKMA,06/06/2017,10:55:02,19:15:44
PKMA,07/06/2017,10:41:59,19:04:39
PKMA,08/06/2017,11:06:20,19:07:33
PKMA,09/06/2017,10:22:09,19:35:24
PKMA,10/06/2017,00:00,00:00
PKMA,11/06/2017,00:00,00:00
PKMA,12/06/2017,00:00,00:00
PKMA,13/06/2017,10:47:21,18:39:39
PKMA,14/06/2017,10:40:00,19:04:18
PKMA,15/06/2017,10:59:48,18:12:32
PKMA,16/06/2017,10:49:49,18:09:42
PKMA,17/06/2017,00:00,00:00
PKMA,18/06/2017,00:00,00:00
PKMA,19/06/2017,10:28:19,18:10:15
PKMA,20/06/2017,10:32:22,18:53:09
PKMA,21/06/2017,10:36:29,19:55:00
PKMA,22/06/2017,10:42:54,17:59:29
PKMA,23/06/2017,10:42:25,18:33:50
PKMA,24/06/2017,00:00,00:00
PKMA,25/06/2017,00:00,00:00
PKMA,26/06/2017,00:00,00:00
PKMA,27/06/2017,10:37:49,18:07:47
PKMA,28/06/2017,10:54:59,18:08:13
PKMA,29/06/2017,10:50:26,18:49:32
PKMA,30/06/2017,00:00,00:00
MAKH,01/06/2017,10:03:03,00:00
MAKH,02/06/2017,00:00,00:00
MAKH,03/06/2017,00:00,00:00
MAKH,04/06/2017,00:00,00:00
MAKH,05/06/2017,14:07:56,18:17:47
MAKH,06/06/2017,10:02:39,18:52:52
MAKH,07/06/2017,10:42:03,18:36:18
MAKH,08/06/2017,10:29:36,18:04:27
MAKH,09/06/2017,00:00,00:00
MAKH,10/06/2017,00:00,00:00
MAKH,11/06/2017,00:00,00:00
MAKH,12/06/2017,00:00,00:00
MAKH,13/06/2017,09:22:29,18:09:51
MAKH,14/06/2017,09:34:57,18:13:34
MAKH,15/06/2017,09:15:26,18:01:16
MAKH,16/06/2017,09:21:38,18:19:50
MAKH,17/06/2017,00:00,00:00
MAKH,18/06/2017,00:00,00:00
MAKH,19/06/2017,00:00,00:00
MAKH,20/06/2017,09:42:00,18:22:28
MAKH,21/06/2017,10:01:46,18:12:53
MAKH,22/06/2017,10:01:00,18:10:14
MAKH,23/06/2017,10:07:47,18:39:00
MAKH,24/06/2017,00:00,00:00
MAKH,25/06/2017,00:00,00:00
MAKH,26/06/2017,00:00,00:00
MAKH,27/06/2017,09:50:58,18:26:14
MAKH,28/06/2017,09:43:37,18:46:59
MAKH,29/06/2017,10:13:17,18:43:21
MAKH,30/06/2017,00:00,00:00
NADA,01/06/2017,08:17:50,18:00:41
NADA,02/06/2017,00:00,00:00
NADA,03/06/2017,00:00,00:00
NADA,04/06/2017,00:00,00:00
NADA,05/06/2017,09:50:04,19:08:59
NADA,06/06/2017,00:00,00:00
NADA,07/06/2017,09:55:11,18:37:38
NADA,08/06/2017,09:55:46,17:41:16
NADA,09/06/2017,10:08:58,17:40:07
NADA,10/06/2017,00:00,00:00
NADA,11/06/2017,00:00,00:00
NADA,12/06/2017,10:20:10,17:39:36
NADA,13/06/2017,10:10:17,18:56:06
NADA,14/06/2017,10:15:16,18:48:39
NADA,15/06/2017,10:01:36,18:29:16
NADA,16/06/2017,10:46:44,18:26:40
NADA,17/06/2017,00:00,00:00
NADA,18/06/2017,00:00,00:00
NADA,19/06/2017,10:04:31,19:07:48
NADA,20/06/2017,10:07:55,17:28:29
NADA,21/06/2017,10:13:32,18:31:15
NADA,22/06/2017,08:19:13,18:14:11
NADA,23/06/2017,10:03:10,18:37:33
NADA,24/06/2017,00:00,00:00
NADA,25/06/2017,00:00,00:00
NADA,26/06/2017,00:00,00:00
NADA,27/06/2017,10:12:33,17:39:44
NADA,28/06/2017,09:58:28,18:46:37
NADA,29/06/2017,10:19:46,17:45:07
NADA,30/06/2017,10:06:39,18:47:39
KUKO,01/06/2017,10:26:46,19:46:11
KUKO,02/06/2017,00:00,00:00
KUKO,03/06/2017,00:00,00:00
KUKO,04/06/2017,00:00,00:00
KUKO,05/06/2017,10:27:01,19:03:50
KUKO,06/06/2017,09:57:59,20:11:00
KUKO,07/06/2017,10:31:54,18:51:02
KUKO,08/06/2017,09:29:18,18:01:29
KUKO,09/06/2017,09:35:08,17:49:07
KUKO,10/06/2017,00:00,00:00
KUKO,11/06/2017,00:00,00:00
KUKO,12/06/2017,09:54:16,18:42:33
KUKO,13/06/2017,09:11:59,19:24:44
KUKO,14/06/2017,00:00,00:00
KUKO,15/06/2017,09:08:16,18:01:52
KUKO,16/06/2017,09:16:44,17:47:29
KUKO,17/06/2017,00:00,00:00
KUKO,18/06/2017,00:00,00:00
KUKO,19/06/2017,10:02:50,17:05:23
KUKO,20/06/2017,09:21:38,17:52:22
KUKO,21/06/2017,09:35:38,18:03:52
KUKO,22/06/2017,09:22:50,18:01:36
KUKO,23/06/2017,09:20:58,18:23:04
KUKO,24/06/2017,00:00,00:00
KUKO,25/06/2017,00:00,00:00
KUKO,26/06/2017,00:00,00:00
KUKO,27/06/2017,00:00,00:00
KUKO,28/06/2017,00:00,00:00
KUKO,29/06/2017,00:00,00:00
KUKO,30/06/2017,00:00,00:00
YUVA,01/06/2017,09:34:22,21:39:26
YUVA,02/06/2017,00:00,00:00
YUVA,03/06/2017,10:06:24,13:48:09
YUVA,04/06/2017,00:00,00:00
YUVA,05/06/2017,08:03:48,18:31:23
YUVA,06/06/2017,09:20:51,21:31:53
YUVA,07/06/2017,08:37:29,18:33:03
YUVA,08/06/2017,10:00:59,18:53:17
YUVA,09/06/2017,09:24:25,18:53:22
YUVA,10/06/2017,00:00,00:00
YUVA,11/06/2017,00:00,00:00
YUVA,12/06/2017,08:52:04,18:21:44
YUVA,13/06/2017,09:07:38,22:14:48
YUVA,14/06/2017,08:25:41,21:53:36
YUVA,15/06/2017,08:21:12,20:05:35
YUVA,16/06/2017,09:17:10,21:07:15
YUVA,17/06/2017,00:00,00:00
YUVA,18/06/2017,00:00,00:00
YUVA,19/06/2017,00:00,00:00
YUVA,20/06/2017,00:00,00:00
YUVA,21/06/2017,00:00,00:00
YUVA,22/06/2017,00:00,00:00
YUVA,23/06/2017,00:00,00:00
YUVA,24/06/2017,00:00,00:00
YUVA,25/06/2017,00:00,00:00
YUVA,26/06/2017,00:00,00:00
YUVA,27/06/2017,08:38:26,18:40:12
YUVA,28/06/2017,09:15:36,20:17:04
YUVA,29/06/2017,09:30:33,19:10:25
YUVA,30/06/2017,09:59:11,18:38:49
CMSS,01/06/2017,00:00,00:00
CMSS,02/06/2017,00:00,00:00
CMSS,03/06/2017,00:00,00:00
CMSS,04/06/2017,00:00,00:00
CMSS,05/06/2017,00:00,00:00
CMSS,06/06/2017,00:00,00:00
CMSS,07/06/2017,00:00,00:00
CMSS,08/06/2017,00:00,00:00
CMSS,09/06/2017,00:00,00:00
CMSS,10/06/2017,00:00,00:00
CMSS,11/06/2017,00:00,00:00
CMSS,12/06/2017,00:00,00:00
CMSS,13/06/2017,00:00,00:00
CMSS,14/06/2017,00:00,00:00
CMSS,15/06/2017,00:00,00:00
CMSS,16/06/2017,00:00,00:00
CMSS,17/06/2017,00:00,00:00
CMSS,18/06/2017,00:00,00:00
CMSS,19/06/2017,00:00,00:00
CMSS,20/06/2017,00:00,00:00
CMSS,21/06/2017,00:00,00:00
CMSS,22/06/2017,00:00,00:00
CMSS,23/06/2017,00:00,00:00
CMSS,24/06/2017,00:00,00:00
CMSS,25/06/2017,00:00,00:00
CMSS,26/06/2017,00:00,00:00
CMSS,27/06/2017,00:00,00:00
CMSS,28/06/2017,00:00,00:00
CMSS,29/06/2017,00:00,00:00
CMSS,30/06/2017,00:00,00:00
NIIN,01/06/2017,09:39:44,18:29:16
NIIN,02/06/2017,00:00,00:00
NIIN,03/06/2017,00:00,00:00
NIIN,04/06/2017,00:00,00:00
NIIN,05/06/2017,10:12:22,18:51:27
NIIN,06/06/2017,09:26:25,13:30:55
NIIN,07/06/2017,09:49:16,18:44:15
NIIN,08/06/2017,09:55:34,18:38:52
NIIN,09/06/2017,09:56:55,18:42:22
NIIN,10/06/2017,00:00,00:00
NIIN,11/06/2017,00:00,00:00
NIIN,12/06/2017,10:29:31,20:22:14
NIIN,13/06/2017,09:00:02,17:39:27
NIIN,14/06/2017,09:19:53,14:03:07
NIIN,15/06/2017,09:46:01,20:05:39
NIIN,16/06/2017,09:54:32,18:44:04
NIIN,17/06/2017,00:00,00:00
NIIN,18/06/2017,00:00,00:00
NIIN,19/06/2017,09:49:19,18:38:33
NIIN,20/06/2017,10:45:47,19:34:28
NIIN,21/06/2017,09:33:10,17:32:52
NIIN,22/06/2017,09:36:34,19:53:55
NIIN,23/06/2017,09:02:58,19:35:05
NIIN,24/06/2017,00:00,00:00
NIIN,25/06/2017,00:00,00:00
NIIN,26/06/2017,00:00,00:00
NIIN,27/06/2017,09:47:57,18:28:29
NIIN,28/06/2017,10:00:31,19:02:25
NIIN,29/06/2017,10:04:23,19:46:32
NIIN,30/06/2017,10:12:06,20:43:52
RUKU,01/06/2017,10:49:32,18:53:58
RUKU,02/06/2017,00:00,00:00
RUKU,03/06/2017,00:00,00:00
RUKU,04/06/2017,00:00,00:00
RUKU,05/06/2017,10:45:20,18:20:52
RUKU,06/06/2017,10:13:16,19:03:40
RUKU,07/06/2017,18:37:21,00:00
RUKU,08/06/2017,11:03:29,18:37:49
RUKU,09/06/2017,10:47:58,18:53:41
RUKU,10/06/2017,00:00,00:00
RUKU,11/06/2017,00:00,00:00
RUKU,12/06/2017,10:22:55,19:31:02
RUKU,13/06/2017,09:07:42,18:12:26
RUKU,14/06/2017,10:05:06,18:51:20
RUKU,15/06/2017,09:24:41,18:56:06
RUKU,16/06/2017,09:49:23,18:26:44
RUKU,17/06/2017,00:00,00:00
RUKU,18/06/2017,00:00,00:00
RUKU,19/06/2017,10:41:09,19:08:20
RUKU,20/06/2017,10:41:54,18:52:29
RUKU,21/06/2017,10:16:07,18:43:05
RUKU,22/06/2017,10:39:53,19:32:21
RUKU,23/06/2017,00:00,00:00
RUKU,24/06/2017,00:00,00:00
RUKU,25/06/2017,00:00,00:00
RUKU,26/06/2017,00:00,00:00
RUKU,27/06/2017,11:03:20,19:17:02
RUKU,28/06/2017,10:50:21,19:30:25
RUKU,29/06/2017,00:00,00:00
RUKU,30/06/2017,10:25:20,18:47:55
UTGO,01/06/2017,09:31:39,00:00
UTGO,02/06/2017,00:00,00:00
UTGO,03/06/2017,00:00,00:00
UTGO,04/06/2017,00:00,00:00
UTGO,05/06/2017,00:00,00:00
UTGO,06/06/2017,09:46:42,18:02:02
UTGO,07/06/2017,09:36:43,18:36:04
UTGO,08/06/2017,09:30:18,18:37:39
UTGO,09/06/2017,09:41:28,18:39:33
UTGO,10/06/2017,00:00,00:00
UTGO,11/06/2017,00:00,00:00
UTGO,12/06/2017,10:39:31,19:27:19
UTGO,13/06/2017,09:42:47,20:37:40
UTGO,14/06/2017,09:36:10,20:17:05
UTGO,15/06/2017,09:42:42,18:32:05
UTGO,16/06/2017,09:41:56,18:44:08
UTGO,17/06/2017,00:00,00:00
UTGO,18/06/2017,00:00,00:00
UTGO,19/06/2017,00:00,00:00
UTGO,20/06/2017,10:29:38,19:04:51
UTGO,21/06/2017,09:50:59,19:23:33
UTGO,22/06/2017,09:40:19,19:46:43
UTGO,23/06/2017,09:28:29,18:40:17
UTGO,24/06/2017,00:00,00:00
UTGO,25/06/2017,00:00,00:00
UTGO,26/06/2017,00:00,00:00
UTGO,27/06/2017,09:48:02,18:20:39
UTGO,28/06/2017,09:36:48,18:44:48
UTGO,29/06/2017,09:30:53,18:51:54
UTGO,30/06/2017,09:34:15,19:29:56
NAPR,01/06/2017,08:46:22,18:29:34
NAPR,02/06/2017,00:00,00:00
NAPR,03/06/2017,00:00,00:00
NAPR,04/06/2017,00:00,00:00
NAPR,05/06/2017,09:02:00,17:54:47
NAPR,06/06/2017,09:18:33,18:04:10
NAPR,07/06/2017,09:05:33,19:31:09
NAPR,08/06/2017,09:10:05,19:20:18
NAPR,09/06/2017,08:54:29,18:43:15
NAPR,10/06/2017,00:00,00:00
NAPR,11/06/2017,00:00,00:00
NAPR,12/06/2017,08:54:26,19:16:29
NAPR,13/06/2017,08:45:38,17:53:46
NAPR,14/06/2017,08:59:29,18:09:56
NAPR,15/06/2017,08:33:20,19:15:22
NAPR,16/06/2017,08:51:30,18:40:58
NAPR,17/06/2017,00:00,00:00
NAPR,18/06/2017,00:00,00:00
NAPR,19/06/2017,08:45:37,18:51:14
NAPR,20/06/2017,08:34:57,18:53:27
NAPR,21/06/2017,08:53:54,18:16:34
NAPR,22/06/2017,09:03:06,18:11:55
NAPR,23/06/2017,09:05:59,18:39:50
NAPR,24/06/2017,00:00,00:00
NAPR,25/06/2017,00:00,00:00
NAPR,26/06/2017,00:00,00:00
NAPR,27/06/2017,08:56:12,17:41:33
NAPR,28/06/2017,08:48:00,17:47:07
NAPR,29/06/2017,08:42:25,18:45:04
NAPR,30/06/2017,08:50:21,19:23:15
MAMN,01/06/2017,00:00,00:00
MAMN,02/06/2017,07:19:34,20:06:48
MAMN,03/06/2017,00:00,00:00
MAMN,04/06/2017,00:00,00:00
MAMN,05/06/2017,09:46:09,18:56:59
MAMN,06/06/2017,09:18:54,18:50:54
MAMN,07/06/2017,08:44:08,18:14:07
MAMN,08/06/2017,10:22:32,20:33:07
MAMN,09/06/2017,10:10:05,20:16:47
MAMN,10/06/2017,00:00,00:00
MAMN,11/06/2017,00:00,00:00
MAMN,12/06/2017,09:24:30,19:35:27
MAMN,13/06/2017,09:58:30,18:42:02
MAMN,14/06/2017,09:29:31,18:41:50
MAMN,15/06/2017,09:05:18,18:32:43
MAMN,16/06/2017,09:21:11,19:17:02
MAMN,17/06/2017,00:00,00:00
MAMN,18/06/2017,00:00,00:00
MAMN,19/06/2017,10:32:26,18:06:14
MAMN,20/06/2017,10:01:54,19:12:37
MAMN,21/06/2017,09:20:58,19:54:56
MAMN,22/06/2017,09:50:42,20:28:34
MAMN,23/06/2017,09:55:59,20:13:24
MAMN,24/06/2017,00:00,00:00
MAMN,25/06/2017,00:00,00:00
MAMN,26/06/2017,00:00,00:00
MAMN,27/06/2017,10:00:01,19:14:19
MAMN,28/06/2017,10:02:28,19:47:39
MAMN,29/06/2017,09:50:48,19:28:23
MAMN,30/06/2017,09:58:23,18:31:43
PRMA,01/06/2017,00:00,00:00
PRMA,02/06/2017,19:57:30,00:00
PRMA,03/06/2017,00:00,00:00
PRMA,04/06/2017,00:00,00:00
PRMA,05/06/2017,09:06:09,18:12:44
PRMA,06/06/2017,08:43:38,20:18:58
PRMA,07/06/2017,09:20:05,19:10:32
PRMA,08/06/2017,08:43:59,18:57:38
PRMA,09/06/2017,08:48:48,13:31:35
PRMA,10/06/2017,00:00,00:00
PRMA,11/06/2017,00:00,00:00
PRMA,12/06/2017,09:08:32,19:36:51
PRMA,13/06/2017,08:48:55,18:42:07
PRMA,14/06/2017,08:53:30,19:27:56
PRMA,15/06/2017,08:49:57,18:32:41
PRMA,16/06/2017,08:35:53,19:16:46
PRMA,17/06/2017,00:00,00:00
PRMA,18/06/2017,00:00,00:00
PRMA,19/06/2017,08:52:56,18:04:12
PRMA,20/06/2017,08:27:40,20:41:48
PRMA,21/06/2017,08:39:22,19:54:51
PRMA,22/06/2017,09:16:06,19:23:13
PRMA,23/06/2017,08:46:19,18:47:18
PRMA,24/06/2017,00:00,00:00
PRMA,25/06/2017,00:00,00:00
PRMA,26/06/2017,00:00,00:00
PRMA,27/06/2017,09:06:15,18:15:51
PRMA,28/06/2017,08:44:06,19:52:21
PRMA,29/06/2017,08:59:45,19:39:39
PRMA,30/06/2017,08:51:18,17:59:19
CHPR,01/06/2017,09:27:00,21:36:50
CHPR,02/06/2017,00:00,00:00
CHPR,03/06/2017,00:00,00:00
CHPR,04/06/2017,00:00,00:00
CHPR,05/06/2017,09:26:18,20:49:03
CHPR,06/06/2017,09:20:55,22:35:50
CHPR,07/06/2017,00:00,00:00
CHPR,08/06/2017,00:00,00:00
CHPR,09/06/2017,00:00,00:00
CHPR,10/06/2017,00:00,00:00
CHPR,11/06/2017,00:00,00:00
CHPR,12/06/2017,00:00,00:00
CHPR,13/06/2017,00:00,00:00
CHPR,14/06/2017,00:00,00:00
CHPR,15/06/2017,09:10:52,21:17:33
CHPR,16/06/2017,09:22:50,21:56:17
CHPR,17/06/2017,00:00,00:00
CHPR,18/06/2017,00:00,00:00
CHPR,19/06/2017,00:00,00:00
CHPR,20/06/2017,00:00,00:00
CHPR,21/06/2017,00:00,00:00
CHPR,22/06/2017,00:00,00:00
CHPR,23/06/2017,00:00,00:00
CHPR,24/06/2017,00:00,00:00
CHPR,25/06/2017,00:00,00:00
CHPR,26/06/2017,00:00,00:00
CHPR,27/06/2017,10:17:36,19:34:47
CHPR,28/06/2017,09:31:10,20:08:34
CHPR,29/06/2017,09:29:03,19:54:01
CHPR,30/06/2017,09:19:19,18:42:30
VBHI,01/06/2017,00:00,00:00
VBHI,02/06/2017,00:00,00:00
VBHI,03/06/2017,00:00,00:00
VBHI,04/06/2017,00:00,00:00
VBHI,05/06/2017,00:00,00:00
VBHI,06/06/2017,00:00,00:00
VBHI,07/06/2017,00:00,00:00
VBHI,08/06/2017,00:00,00:00
VBHI,09/06/2017,00:00,00:00
VBHI,10/06/2017,00:00,00:00
VBHI,11/06/2017,00:00,00:00
VBHI,12/06/2017,00:00,00:00
VBHI,13/06/2017,00:00,00:00
VBHI,14/06/2017,00:00,00:00
VBHI,15/06/2017,00:00,00:00
VBHI,16/06/2017,00:00,00:00
VBHI,17/06/2017,00:00,00:00
VBHI,18/06/2017,00:00,00:00
VBHI,19/06/2017,00:00,00:00
VBHI,20/06/2017,00:00,00:00
VBHI,21/06/2017,00:00,00:00
VBHI,22/06/2017,00:00,00:00
VBHI,23/06/2017,00:00,00:00
VBHI,24/06/2017,00:00,00:00
VBHI,25/06/2017,00:00,00:00
VBHI,26/06/2017,00:00,00:00
VBHI,27/06/2017,00:00,00:00
VBHI,28/06/2017,00:00,00:00
VBHI,29/06/2017,00:00,00:00
VBHI,30/06/2017,00:00,00:00
APGU,01/06/2017,09:57:34,17:35:08
APGU,02/06/2017,00:00,00:00
APGU,03/06/2017,00:00,00:00
APGU,04/06/2017,00:00,00:00
APGU,05/06/2017,09:15:55,00:00
APGU,06/06/2017,09:56:37,18:50:59
